ship_id,year,ship_type,age,ism_score,crew_exp,k4k,dp_ops,weather_risk,failed_audit,mu,accidents
17,1,offshore,3,89.93572171310763,14.361318034800785,1,1,0,0,0.0077829785913786625,0
17,2,offshore,20,80.06383114567907,5.919623089979703,0,1,0,0,0.03025132648878589,0
17,3,offshore,29,89.43998341438822,16.43021352674208,1,1,0,1,0.02418772282477695,0
17,4,offshore,23,62.06286383702943,15.979573788379216,1,1,0,0,0.028405317264546887,0
17,5,offshore,24,55.140706666417856,14.578638879197452,1,1,1,0,0.13148576590592997,0
18,1,offshore,2,78.50651989217663,7.189304450396855,1,1,0,0,0.01629017002975231,0
18,2,offshore,11,87.01627441602533,13.711880287721947,1,1,0,0,0.01044989217353058,0
18,3,offshore,21,50.494812289631625,4.285255121651375,1,1,1,0,0.2437575521950918,0
18,4,offshore,13,87.71481334302331,10.705156037176582,1,1,0,0,0.012335471947808027,0
18,5,offshore,19,61.04070993565944,10.343094737007437,1,1,0,0,0.03602365097900292,0
19,1,offshore,15,92.93391214428348,4.240030658108966,1,1,0,0,0.014776924683378514,0
19,2,offshore,27,76.85792820126002,9.021853379607059,1,1,0,0,0.02596203095936286,0
19,3,offshore,10,70.6856680742509,2.82240184887093,1,0,0,0,0.020960439001044134,0
19,4,offshore,27,91.27911089580093,4.283647142055074,1,1,1,0,0.06594387757609484,0
19,5,offshore,21,84.15661304924825,18.378479902555327,1,1,0,1,0.02249627696126351,0
20,1,offshore,26,51.77420651158277,17.933804140376523,1,1,1,0,0.1301864747822552,0
20,2,offshore,9,58.666956250353365,3.766768509934825,1,0,0,0,0.02984667325019494,0
20,3,offshore,7,51.665343562197165,15.310477083569273,1,1,0,0,0.030690231142455893,0
20,4,offshore,12,75.75924917450595,20.295447505621542,1,1,0,0,0.011374900102417004,0
20,5,offshore,2,51.09803517004421,21.882372973622317,1,1,0,0,0.020393279276690796,1
21,1,offshore,17,68.0868911124159,12.517014887293811,1,1,0,0,0.024260835581360614,0
21,2,offshore,5,82.95223132330904,1.0803126890315013,1,1,0,0,0.020093804791247085,0
21,3,offshore,21,94.44750753812141,11.266555209660696,1,1,0,0,0.01112021646227447,0
21,4,offshore,6,94.20487317860366,22.22077547515607,1,1,0,1,0.009675006821432363,0
21,5,offshore,29,79.23409920465659,15.585683077092618,1,1,0,0,0.017908539264305905,0
22,1,offshore,6,86.03463592084438,16.114670151907674,1,1,0,0,0.008678159909079176,0
22,2,offshore,18,81.32092781242065,4.693501752156521,1,1,0,0,0.023031151623376774,0
22,3,offshore,2,70.58444439981683,10.388074385929116,0,1,0,0,0.023521055663892714,0
22,4,offshore,25,74.78858167741127,3.0876822378738433,1,1,0,0,0.03608115866230542,0
22,5,offshore,28,54.926098702450425,22.467518343233618,1,1,1,0,0.09673409322044381,0
23,1,offshore,8,80.51072686515786,14.577567135898985,1,1,0,0,0.011834292748996611,0
23,2,offshore,9,65.03039954353571,6.72856075122442,1,1,1,0,0.1020296296021787,1
23,3,offshore,23,50.231532683962165,20.678726017794403,0,1,0,1,0.08785742535367698,0
23,4,offshore,2,62.916715992871076,15.806246041017813,1,1,1,0,0.06066445351254192,0
23,5,offshore,6,62.750432671951174,1.4422652497172193,1,1,0,0,0.040828357346050725,0
24,1,offshore,20,80.9548575035366,2.6280894185241257,1,1,0,0,0.026921649995013487,0
24,2,offshore,27,88.35865966393914,24.76356094601553,1,1,0,0,0.00790127503624951,0
24,3,offshore,1,64.56245986172935,12.727436569711978,1,1,0,0,0.01972126224190041,0
24,4,offshore,13,88.43943985077047,13.64857830908469,1,1,0,0,0.010380675666706623,0
24,5,offshore,3,92.78886030126847,4.625389402741606,1,1,0,1,0.02307790573875195,0
25,1,offshore,3,64.03783957228087,8.69782577051506,1,1,0,0,0.025573063881824395,0
25,2,offshore,12,71.29444580112008,24.23664226995332,1,1,0,0,0.01092023578858891,0
25,3,offshore,3,85.85590225388124,8.06003136024347,1,1,1,1,0.08225277536240153,0
25,4,offshore,12,61.13929800215188,14.40190414199675,1,1,0,0,0.025477218018788484,0
25,5,offshore,13,56.73112892004046,12.150366319259444,1,1,0,0,0.033941805350949816,0
26,1,offshore,28,85.09329450020074,1.9508518083605715,1,1,0,0,0.02827413364055035,0
26,2,offshore,22,59.46573109634909,9.304397623476149,1,1,0,1,0.08573274226754497,0
26,3,offshore,13,53.536032371975935,10.526158628838306,1,1,0,0,0.04116902752418054,0
26,4,offshore,17,92.81974884598972,3.9812792014734244,1,1,1,0,0.051935372511306345,0
26,5,offshore,8,82.13391194595926,20.241473993675005,1,1,0,0,0.008423240916883344,0
27,1,offshore,26,71.64067241520432,1.9780985462193463,1,1,0,0,0.04344200443358284,0
27,2,offshore,19,59.86462943111199,24.42076613965915,1,1,0,0,0.01856828359008071,0
27,3,offshore,18,79.39683586567986,8.975551008522615,1,1,0,0,0.019887441920496667,0
27,4,offshore,15,61.59572998300462,12.102950961743591,1,1,1,0,0.09916222857889229,0
27,5,offshore,20,72.7180196851858,14.039212560718921,0,1,0,0,0.0260668387875602,0
28,1,offshore,4,68.9774417093055,7.643867133641238,1,1,0,1,0.0465883943799898,0
28,2,offshore,3,84.92000931659433,10.72744439405784,1,1,0,0,0.011124865445564507,0
28,3,offshore,9,61.125398348142966,21.897997630540274,1,1,0,0,0.016501750319829527,0
28,4,offshore,25,67.95706757617,21.591670094144938,1,1,0,0,0.01816822899646881,0
28,5,offshore,10,53.30735362985057,5.074189722100978,1,1,0,0,0.0513306693095849,0
29,1,offshore,1,61.36375019339387,9.622017949989893,1,1,0,0,0.025762581886166296,0
29,2,offshore,24,76.34094639785386,21.838510732318205,1,0,0,0,0.008792478309591687,0
29,3,offshore,29,78.80013350766112,6.39282824734432,1,1,0,0,0.028792334653377796,0
29,4,offshore,18,93.43034133962205,1.1185595424258308,1,1,1,0,0.05984544696295291,0
29,5,offshore,12,73.95102449718345,4.017796283359572,1,1,0,0,0.02734625545455901,0
30,1,offshore,23,80.26709532013068,11.650005263309708,1,1,1,0,0.061923928969117,0
30,2,offshore,18,60.98662806900684,20.941052592200933,1,1,1,0,0.06914257430044102,0
30,3,offshore,16,87.20774976703449,17.007316407781776,1,1,0,0,0.009729069083476566,0
30,4,offshore,25,89.18390526517666,19.777251617398562,1,1,0,0,0.009463629843273336,0
30,5,offshore,6,90.56190423147999,22.06938781699186,1,1,0,0,0.005499291358513744,0
31,1,offshore,1,66.4907690692129,10.50814459862213,1,1,0,0,0.020597529298336782,0
31,2,offshore,26,76.41777684655179,5.0426652434252714,1,1,0,0,0.03153190300720946,0
31,3,offshore,28,51.15389296128961,9.189947863027752,1,1,0,0,0.0645778602969749,0
31,4,offshore,6,83.60940722611201,18.171781770382587,1,1,0,0,0.008523584237657434,0
31,5,offshore,4,91.71655451583379,2.4464173669494604,1,1,1,0,0.04494120152396082,0
32,1,offshore,27,91.83226448398952,13.774245120136964,1,1,0,0,0.01212068825852252,0
32,2,offshore,11,55.54501943774747,21.62597903873414,1,1,0,0,0.021165672480966236,0
32,3,offshore,20,71.7595541023966,20.343821194603795,1,1,0,0,0.015317252778316972,0
32,4,offshore,22,76.70923561054163,20.04985240913239,1,1,0,0,0.013605027753158281,0
32,5,offshore,27,85.12364818597379,7.595344853155266,1,1,0,0,0.02087725627268675,0
33,1,offshore,18,56.884271037285316,6.645654035247635,1,1,1,0,0.16312602978491825,0
33,2,offshore,7,74.60138357213316,6.56673030678341,1,1,0,0,0.02129282877119873,0
33,3,offshore,3,69.92226350507872,11.698981949853495,1,1,0,0,0.01791300452444358,0
33,4,offshore,7,84.76802273522222,7.357490733681602,1,1,0,0,0.014339241597442763,0
33,5,offshore,13,73.35769059087217,2.6227015262131577,1,1,0,0,0.030541946443427174,0
34,1,tanker,29,70.55863901961659,5.567796707657627,0,1,0,0,0.03808471718518863,0
34,2,tanker,22,75.30335671450594,23.983006828129124,0,0,0,0,0.007485646991663272,0
34,3,tanker,16,50.055650589173425,8.220474600478122,0,0,1,0,0.11730575050104917,0
34,4,tanker,20,91.71504355659329,13.95897112673343,1,0,0,0,0.005205835449230262,0
34,5,tanker,16,72.80772943192171,4.823296494855527,0,0,0,0,0.018884092936665008,0
35,1,bulk,25,74.92110083205694,8.332583455792566,0,0,0,0,0.015940891130021142,0
35,2,bulk,22,75.49589129771384,10.385026313396185,0,0,0,0,0.013278521007012874,0
35,3,bulk,14,86.26664300529295,19.960730471369473,0,0,0,0,0.00480850512133417,0
35,4,bulk,20,75.78686430188822,23.385537771430116,0,0,0,0,0.00659253626280021,0
35,5,bulk,14,57.867738226718565,13.061585835122617,0,0,0,0,0.018344047762981652,0
36,1,offshore,4,53.59844274616859,19.641367131320624,1,1,0,0,0.021752776972912474,0
36,2,offshore,29,50.795951432596574,15.461275932228759,1,1,0,0,0.0487562396575978,0
36,3,offshore,18,52.6001252448365,17.680845492605275,1,1,1,0,0.10914842146082669,0
36,4,offshore,16,81.12281250061937,15.833240182892464,1,1,0,0,0.012766120581592301,0
36,5,offshore,6,69.17375227506672,4.137049041764787,1,1,1,0,0.09461551767892533,0
37,1,offshore,5,67.4185442151034,24.131734611576423,1,1,0,0,0.010930089612008063,0
37,2,offshore,24,74.08895591536663,6.1648449284137,1,1,0,0,0.031074873777548088,0
37,3,offshore,3,61.963301149444106,16.506162963100195,1,1,0,0,0.01861060520596909,0
37,4,offshore,18,71.42081582159449,10.021318843498463,1,1,0,0,0.024952169767645332,0
37,5,offshore,9,92.42740136359677,20.413203079271874,1,1,0,0,0.0059425365883254795,0
38,1,offshore,23,79.67092649926022,22.482825776956872,1,1,0,0,0.01107988788582603,0
38,2,offshore,1,69.94728893496281,2.147939689458531,1,1,0,0,0.027721358520185323,0
38,3,offshore,20,83.1878761756553,9.47803380404954,1,1,0,0,0.017677239756155337,0
38,4,offshore,5,74.73272196735161,20.93282695371616,1,1,0,0,0.009929088312766881,0
38,5,offshore,8,78.10986059844187,10.1665513516695,1,1,0,0,0.016047973669002687,0
39,1,offshore,18,64.49969765500828,4.005605690387851,1,1,0,0,0.04294780651821694,0
39,2,offshore,2,55.764308586479004,9.118420143867962,1,1,1,0,0.10886226629892959,0
39,3,offshore,22,62.320608838134795,23.279620788365847,0,1,0,0,0.02459524004792438,0
39,4,offshore,7,88.0931452410625,23.054236807349305,1,1,0,0,0.005822812283029717,0
39,5,offshore,12,52.42361931491118,8.681435980503604,1,1,0,0,0.046009909809799736,0
40,1,offshore,20,86.80033984356253,6.124272791456126,1,1,0,0,0.01842170787210947,0
40,2,offshore,22,75.42598967865572,17.533247249202176,1,1,1,0,0.053580397224979565,0
40,3,offshore,1,83.37704276808185,22.154818712200512,1,1,0,0,0.006371391212784804,0
40,4,offshore,14,77.71934526170806,5.512593630769987,1,0,0,0,0.01551719111138085,0
40,5,offshore,17,50.49642264181096,18.989091627253316,1,1,0,0,0.032489790618059976,0
41,1,offshore,26,66.57392887280818,11.766655142909022,1,1,0,0,0.03179582561778146,0
41,2,offshore,21,51.308212115477914,5.005242828516902,1,1,0,0,0.06883454410728117,0
41,3,offshore,5,76.0992704342659,14.475630111028568,1,1,0,0,0.013072349943611002,0
41,4,offshore,17,78.64207929721194,4.575993667581843,1,1,0,0,0.024940246407138728,0
41,5,offshore,13,56.63536370178278,8.876626086623478,1,1,0,0,0.04011242934801428,1
42,1,offshore,13,57.80660334196808,16.301278347285514,1,1,0,0,0.026561432154892786,0
42,2,offshore,26,76.44962123879893,5.4274300752073446,0,0,0,0,0.026592973635792785,0
42,3,offshore,17,91.83276152940579,19.78196655643211,1,1,0,0,0.0073486035180692615,0
42,4,offshore,21,70.61840990320516,12.591252930048526,1,1,0,0,0.0239638941187951,0
42,5,offshore,6,52.57761129849305,6.405368854443754,1,1,0,0,0.045479898667505556,0
43,1,offshore,10,62.69841836119401,7.280936409661743,1,1,0,1,0.0666372556879401,0
43,2,offshore,13,62.0662559042981,4.753163305682751,1,1,1,0,0.13533837948149535,0
43,3,offshore,27,65.63044968164792,22.596000296494537,1,1,0,0,0.019509265865481146,0
43,4,offshore,12,85.44708569874689,15.986210715321473,1,1,0,1,0.020242750789565916,0
43,5,offshore,19,93.74023983341917,15.604654544715197,1,1,0,0,0.008816404709233802,0
44,1,tanker,23,74.52974877173149,24.532403728026544,0,0,0,0,0.007633862064387062,0
44,2,tanker,14,70.62352886878955,12.632710891121128,1,0,0,1,0.020786343820997706,0
44,3,tanker,29,83.71776707130994,7.974101435352522,0,1,0,0,0.021304713934716966,0
44,4,tanker,7,89.24610650101144,14.076346218028377,0,0,0,0,0.0055863394884185106,0
44,5,tanker,14,60.745829512169266,11.829744260343714,0,0,1,0,0.0647260684503759,0
45,1,offshore,1,67.58277645261259,20.16026051738388,1,1,0,0,0.012235543005960286,0
45,2,offshore,12,73.54983340376336,7.891310994029813,1,1,0,0,0.022849873018531978,0
45,3,offshore,8,73.40857354631996,11.742470567685206,1,1,0,0,0.01748479553092957,0
45,4,offshore,6,56.33201876219413,5.848376041659759,1,1,0,0,0.041005894317894205,0
45,5,offshore,22,88.55932712337923,3.8234557158238047,1,1,0,0,0.020226751175079275,0
46,1,offshore,2,57.467970288310326,22.166266199311455,0,1,0,0,0.020657181036873633,0
46,2,offshore,2,59.43888264576566,10.096651029258338,1,1,1,0,0.0911550438147546,0
46,3,offshore,25,71.20255545197665,20.71928554505132,1,1,0,0,0.016940404391195693,0
46,4,offshore,21,55.082444378502814,3.092307227963948,1,1,0,0,0.06637061174695683,0
46,5,offshore,23,77.94178553652941,9.456998718631706,1,1,0,0,0.022577251967864552,0
47,1,offshore,2,64.17138148758355,1.0916112189843314,1,1,0,0,0.03649504018334919,0
47,2,offshore,3,81.2367758079424,13.30371407548127,0,1,0,0,0.01428603407496939,0
47,3,offshore,12,60.47434161955799,20.377504728158833,1,1,0,0,0.019341984305808815,0
47,4,offshore,2,70.11749947128914,12.048598508846231,1,1,1,0,0.05689530770240409,0
47,5,offshore,25,68.96498187106613,1.6522003861802599,1,1,1,0,0.15780670439756245,0
48,1,offshore,28,50.81029500202045,24.107448569776622,1,1,0,0,0.03100109496839832,0
48,2,offshore,6,55.411125193025406,2.6401824527742495,1,1,0,0,0.04971748959840484,0
48,3,offshore,9,63.49636001781431,18.83663676955848,1,1,0,1,0.03564293105711103,0
48,4,offshore,23,73.90924342556266,21.115652405246188,1,1,0,0,0.014514514355798615,0
48,5,offshore,16,87.41180814735694,15.375484196253053,1,1,0,0,0.010481038673116177,0
49,1,offshore,1,51.131388122477276,17.66681094713701,1,1,0,1,0.04964095245192535,0
49,2,offshore,22,77.31903104234394,16.15138127420773,1,1,0,0,0.0161839519161818,0
49,3,offshore,13,93.68447929136524,7.304215422367641,1,1,0,0,0.011864938809721663,0
49,4,offshore,18,66.28338919423123,12.339840520156326,1,1,0,0,0.026598228908300443,0
49,5,offshore,8,71.13846933458078,11.739235391738987,1,1,0,0,0.018933769668877495,0
50,1,offshore,20,54.861158935881114,9.132655584130038,1,1,0,0,0.04847178795374302,0
50,2,offshore,5,62.805303579330385,20.636960049957942,1,0,0,0,0.010254551452862437,0
50,3,offshore,11,55.91701039540917,7.593556612468468,1,1,0,0,0.04213935425762839,0
50,4,offshore,16,63.352743849684046,18.242301515649647,1,0,1,0,0.04691296931497749,0
50,5,offshore,17,77.17079538272245,17.478157923822565,1,1,0,0,0.013775195459775881,0
51,1,bulk,20,90.5144570633422,10.701753511461021,0,0,0,0,0.007423581377700764,0
51,2,bulk,13,50.45590328124845,16.266305113829013,1,0,1,0,0.051340679386920315,0
51,3,bulk,6,87.3057979645471,24.790317441607197,0,0,0,0,0.0031035185318950592,0
51,4,bulk,5,55.535148280568556,14.40741751481021,0,0,0,0,0.015543681372197096,0
51,5,bulk,3,53.49265901291484,14.020824844774035,0,0,1,0,0.054297108295288346,0
52,1,offshore,9,69.39433492309833,8.652803639707333,1,1,0,0,0.023958265393320577,0
52,2,offshore,24,57.45327561627194,16.497772242294694,1,1,0,0,0.03318181617477494,0
52,3,offshore,3,65.32718749615813,2.721085332343624,1,1,0,0,0.032958508427571476,0
52,4,offshore,12,75.1859800177073,3.526220444728297,1,1,0,1,0.05405137353825465,0
52,5,offshore,26,51.75482056587102,1.7429389820642447,0,1,0,0,0.11320378595856218,0
53,1,tanker,5,87.59661063720475,9.889527670607356,0,1,0,0,0.010458316750255103,0
53,2,tanker,27,93.25109684334168,10.347565477658089,0,0,0,0,0.008728457071593157,0
53,3,tanker,22,61.11083420004135,21.125181157667875,1,0,0,0,0.011052062079657617,0
53,4,tanker,21,93.48878236398832,14.385011830001055,0,0,0,0,0.006273894566152827,0
53,5,tanker,19,85.20747482570393,18.629870154913917,1,0,0,0,0.005073343929363166,0
54,1,offshore,5,71.3995716869072,14.032590014983917,1,1,0,1,0.031726134366396035,0
54,2,offshore,21,83.56370173821554,14.183739505676176,1,0,0,0,0.009429459169320874,0
54,3,offshore,26,94.14443201732084,12.601778463355519,1,1,1,0,0.03857526373659145,0
54,4,offshore,15,77.25898864125755,23.049633054553055,1,1,0,0,0.009986248771654924,0
54,5,offshore,15,75.8088028155008,23.945131446686396,1,1,0,0,0.01004616136795813,0
55,1,offshore,19,64.03545860019263,7.145141562518903,1,1,0,1,0.0766505782905307,1
55,2,offshore,3,81.16395941916986,4.2264431057949245,1,1,0,0,0.017561246028308133,0
55,3,offshore,15,94.57457147465601,5.81562441769027,0,0,1,0,0.03685031093605917,0
55,4,offshore,15,56.428262928537734,19.08227013416726,1,1,0,0,0.02524561733524851,0
55,5,offshore,9,82.54172689090834,7.728027058996502,1,1,0,0,0.01583770492595746,0
56,1,tanker,2,50.273993670792755,3.4225887994605158,0,0,1,0,0.11183628496571282,0
56,2,tanker,2,53.28058259155566,10.66895878318329,0,0,0,0,0.021104513954999994,0
56,3,tanker,27,50.99121145507176,14.998179818946774,0,0,0,0,0.030360848105690147,0
56,4,tanker,25,55.531430530942444,22.32781792636957,0,0,0,0,0.017249174962637667,0
56,5,tanker,14,70.84277225381038,6.631682602620384,0,0,0,0,0.017755123461112597,0
57,1,offshore,12,72.3512940268076,7.822578230260401,1,1,0,0,0.023910820008960432,0
57,2,offshore,26,85.23574867925298,18.160929252416413,1,1,0,0,0.012018625993971709,0
57,3,offshore,29,91.88993174273638,20.84115183834444,1,1,0,0,0.008842326989086833,0
57,4,offshore,19,90.94744147344764,10.055633295116628,1,1,1,0,0.042598249575564635,0
57,5,offshore,24,80.41314859089513,4.338780373386101,1,1,0,0,0.027285517301036132,0
58,1,offshore,25,63.41234938877494,3.5287581340205554,0,1,0,0,0.06748363632499746,0
58,2,offshore,9,71.41854789552451,3.663460590043554,0,1,0,0,0.03677922225688762,0
58,3,offshore,4,88.2656600503953,6.0878573127677935,1,1,0,0,0.012731309971801143,0
58,4,offshore,2,67.76304592301727,23.339375135595755,1,0,0,0,0.007092798084150514,0
58,5,offshore,1,90.05967511862784,7.8978303151739135,1,1,0,0,0.010285911404170537,0
59,1,offshore,14,60.88499975993657,22.865648866417207,1,0,0,0,0.011745824832775526,0
59,2,offshore,12,76.78092537075567,1.2381717070680551,1,1,0,1,0.05731224528293148,0
59,3,offshore,15,59.89124069704355,4.15643840599307,1,1,1,0,0.15660707076382535,0
59,4,offshore,7,50.7898563514983,8.039406658733553,1,1,0,0,0.045519462135441176,0
59,5,offshore,4,74.67719162880442,22.102122756313232,1,1,0,0,0.009197644642507993,0
60,1,offshore,27,63.631207797493666,2.5766766149047786,1,1,0,0,0.05693038327463773,0
60,2,offshore,26,94.55940021144296,6.739810666773833,1,1,0,0,0.015351078593512257,0
60,3,offshore,26,58.81248878604215,4.379270773424226,1,1,0,0,0.060361690037251566,0
60,4,offshore,15,57.3746460701217,16.427653955204182,1,1,0,1,0.05616310062584484,0
60,5,offshore,14,52.799145177411624,4.535273062695288,1,1,0,0,0.05814974795944818,0
61,1,offshore,15,65.9420494178471,23.777708711556254,1,1,1,0,0.04750799980368182,0
61,2,offshore,3,57.45874009190702,11.692999329805382,1,1,0,0,0.027717096065026894,0
61,3,offshore,28,79.6601194011287,3.613439535544938,1,1,0,0,0.03146825069706352,0
61,4,offshore,5,69.66481485495294,15.245462449090862,1,1,0,0,0.015755880120860433,0
61,5,offshore,2,81.42400207524078,10.484942231439284,1,1,1,1,0.08340165011968864,0
62,1,offshore,1,70.62055926767752,19.75237217474575,1,1,1,0,0.037278512783535715,0
62,2,offshore,28,91.67873307943019,6.4882427104866105,1,1,0,0,0.01789618364056584,0
62,3,offshore,5,61.06133476877689,10.666345563094044,1,1,1,0,0.08888036783853988,1
